900 115762
265 360 84120288
837 654 74171602
611 534 30540587
165 617 50643975
881 551 70254374
556 823 59151397
279 206 36971836
499 554 30581549
878 137 73055576
642 275 76129769
87 413 71297746
524 8 36112441
451 554 89569865
72 544 27558569
692 213 49578902
657 647 89895129
890 324 16112353
766 148 23830241
457 118 30427531
646 168 36077604
197 745 76555754
468 635 19677231
838 230 32699493
412 648 61848927
108 9 35243259
788 26 84540551
295 627 83950962
391 607 66852668
131 297 29911667
325 372 17832185
592 539 36998898
688 888 49327669
187 372 38939353
180 748 66706513
807 226 55995004
867 70 42252037
532 120 43431737
294 757 87522841
508 566 24416023
286 576 55911016
444 313 32661924
247 236 39397429
846 457 3317752
235 620 55032765
898 520 55241689
287 688 76431549
164 586 2190558
260 664 89114498
511 708 15133132
231 795 71044302
632 335 55225520
226 751 85107538
179 588 90173029
304 393 82853926
620 815 67055308
489 11 73948193
83 878 23615881
463 376 73887170
373 436 40572744
716 392 9483640
40 28 45370349
410 594 54515802
714 617 67463223
54 606 64003976
686 238 25187699
720 361 77686853
400 233 64121782
462 818 49616714
389 821 74458564
592 437 69746333
740 557 88546750
153 145 76218348
874 420 31519348
344 547 89760036
755 840 22258700
391 190 9363197
1 305 39042300
722 14 7783415
295 590 58456527
609 816 55354437
292 200 29148905
246 501 76297947
536 343 16843202
459 156 87195227
378 566 80562991
141 646 49837974
439 355 64719204
690 734 52626389
128 466 45226645
34 116 19807359
199 605 15483634
862 667 22056782
394 494 46804417
300 485 34521053
432 490 15929908
269 147 1111522
877 298 53966776
276 400 47114398
714 306 85433763
309 516 90570383
330 727 24118859
783 3 31813259
282 846 51156565
416 573 65533930
436 769 7899514
829 396 53667122
883 590 78532218
707 103 39879672
553 780 29013166
31 307 18981867
668 891 78506270
470 214 24617512
25 165 63286269
220 698 23658108
703 625 80670530
396 143 34364789
373 58 29341764
186 662 11545889
527 462 85619611
620 418 32868029
384 588 20781100
113 643 70304940
654 600 6762185
461 533 46667183
284 699 62936163
554 52 25314189
319 477 4327462
768 595 66755477
89 569 54108496
117 262 14348607
672 185 78745558
485 85 72074606
563 212 88697953
839 320 33175800
843 290 4954896
713 287 35181700
703 344 53340506
699 829 54577447
145 786 31185465
516 278 5787502
34 830 89323095
415 511 49879450
645 620 33751865
847 302 72841757
239 437 3263803
895 840 49502676
12 762 39473098
766 245 12287618
233 168 3708441
812 712 77102391
127 735 45531257
690 202 60810144
13 417 7936108
890 401 15901585
454 737 69454652
76 442 83746624
211 842 14490727
517 856 999910
830 423 2648204
731 29 76126251
709 758 7312642
874 762 26727734
823 567 3855417
889 824 47909477
457 800 51144240
678 247 26036731
393 240 40520003
897 567 75281331
87 366 82105148
645 683 16311583
734 509 12212005
237 512 64442115
243 654 88678649
52 821 67103795
370 27 59278627
153 382 70666801
234 816 9247963
307 702 38198859
861 189 10377684
477 698 72095312
817 729 3851128
582 869 58548004
723 579 68858224
357 640 23950240
783 372 21572869
326 617 385968
694 189 2380435
459 889 13086727
66 812 81382125
532 492 13925614
185 887 42865826
451 5 54928162
666 22 20365564
156 820 40298464
42 56 17652513
173 718 13123088
591 422 9016413
743 629 46249602
884 701 20744149
770 326 59283899
27 31 71236295
80 273 65315292
664 298 48122710
583 761 90565359
352 625 83536764
394 9 13724376
240 244 26111898
715 695 43165937
877 877 59501180
451 550 45189940
270 655 4727036
95 181 57712469
705 264 67122656
701 872 23958912
788 653 88822144
717 36 48585690
813 650 76608551
448 83 30939151
826 339 26775195
319 847 63845031
26 408 86389053
456 529 13319747
713 774 39277397
848 388 39185016
567 321 40032169
7 497 75558715
717 371 8580248
347 498 2605928
586 635 17831270
296 78 23767597
299 241 29211789
180 96 11866265
275 334 50097720
44 868 20956846
55 266 53847469
533 211 24843946
30 351 77940032
492 208 44701792
306 392 73800484
246 707 39247055
685 577 90875393
343 376 59024559
568 679 51551522
51 394 72428271
690 298 9996611
288 674 47416285
65 829 24273553
629 179 81483314
608 510 73040688
33 44 27895238
763 300 90654358
180 383 5977321
594 586 1627789
72 886 69607464
638 323 79784396
129 377 77618273
249 825 33668761
381 169 24430221
433 756 41745086
888 693 30646506
842 766 34175640
853 500 36925584
643 90 67744447
650 252 83318855
100 175 16912349
228 330 85984931
278 544 46189584
192 581 83731377
541 178 78851457
806 46 62128388
165 35 85955063
201 494 59542503
313 319 60387480
89 389 87871165
122 554 1953508
303 42 42686812
272 455 29319798
188 410 76458389
463 208 53024707
525 324 11716339
399 301 34585776
644 776 19580985
609 112 86601141
201 513 31698511
431 775 59963883
357 572 36346019
267 279 43102793
454 57 33795647
204 481 16429472
49 67 9500247
270 436 2727521
14 542 41987606
886 528 17960457
679 290 39679026
575 615 38173485
881 658 28177220
458 459 81135651
776 695 2202483
90 556 15393526
303 789 20081440
184 157 88134527
869 330 25656214
384 44 78257598
1 871 63611229
801 503 22794074
238 188 15863685
689 767 17701028
603 673 46394302
834 326 26040645
684 44 34089478
490 318 57884758
282 820 80163757
779 54 20856693
630 865 77441638
443 446 36208080
542 423 34485749
152 379 5710715
346 110 4273229
132 537 48695873
304 108 87534854
722 511 61194554
813 356 77913993
779 327 50853219
493 602 57388972
750 828 20106714
117 750 68993912
648 858 31768483
72 692 5953934
592 666 18279149
365 98 77496902
174 160 14806903
763 739 21029868
172 638 22961914
705 524 55895409
108 399 12984051
889 875 2815491
658 487 76142680
564 798 74033923
896 339 71854218
12 298 62861204
497 871 89905219
64 346 22272075
593 422 9409208
328 50 56470703
303 454 84020250
1 302 78602350
521 130 31267320
568 446 78061985
158 437 46926227
840 425 25602244
878 214 57031401
191 757 22628345
38 419 69512099
625 567 65882568
437 144 76361822
56 708 24126510
323 671 49316423
744 132 63457914
753 411 43106721
780 423 51144676
466 891 52545083
651 624 34949758
227 817 72567525
239 860 71596887
380 337 23054122
137 885 48040786
128 153 14843579
846 1 44104371
248 292 11865100
111 658 11452658
736 802 4659407
13 289 5146794
96 627 28702346
437 573 70942780
452 185 65645826
101 15 16544991
208 584 22882161
733 601 27865744
56 837 18790096
423 660 41910594
884 785 65992167
474 232 34212260
605 49 7131019
270 696 31376702
562 810 32967058
94 888 78869170
775 704 59430676
816 417 13734247
880 668 64025491
436 221 64920012
807 659 12352679
488 57 76532724
13 322 43120615
593 868 17557967
852 597 50143081
828 483 41692017
136 695 13761471
105 201 19011809
645 630 34154414
559 82 10543821
34 316 26794242
570 893 9110699
449 190 25592234
327 747 54648825
632 273 5232789
739 303 50434862
564 222 43844372
532 106 49504772
473 593 55220515
37 642 30081902
116 106 36701202
390 161 52551627
631 504 53520331
533 757 86384957
900 259 73551262
758 482 71445556
518 339 45888525
407 284 52408093
766 338 5055483
524 292 51749122
370 148 77532952
32 212 82044944
585 553 75493420
21 162 84476547
560 336 16857421
471 291 67956811
594 384 44812501
629 725 8111632
601 231 85379065
278 263 68688945
634 145 58349436
777 169 47585667
469 287 61337298
138 610 44938114
670 158 70964695
18 352 8243507
144 174 36151994
5 768 79560929
537 213 84558801
487 248 66109591
143 548 11412116
522 450 32881708
344 742 6094439
253 740 4310474
106 842 76675873
865 628 27632850
428 603 29699138
494 602 10405789
391 767 18852229
737 691 57245532
621 50 19166653
344 78 31592057
17 562 77946499
204 494 58349572
719 402 64965035
46 101 5349035
480 757 46543286
190 780 89656296
532 881 45605862
843 321 44164434
467 498 80811862
472 803 17265975
800 650 32384873
335 523 53880715
824 664 74363185
282 266 45649382
207 535 14435420
868 627 44717384
316 758 85896724
280 639 71987173
673 407 37735047
150 228 27927224
225 246 13538770
707 733 9387542
372 81 53475356
717 386 32662264
618 2 36600603
192 606 53055117
632 886 52679672
58 169 79713019
856 778 36681764
611 844 87942567
728 625 46756658
406 90 59759098
243 639 16264908
661 439 57394524
631 345 32615306
160 118 6016630
477 616 17579165
854 100 76671152
363 829 78552926
353 360 55166556
85 3 13156292
858 782 28918731
762 654 74606692
710 39 44881277
291 216 39516248
706 668 40399417
845 684 81156797
392 184 2215800
602 800 45651645
731 657 78059004
859 580 77972272
174 727 72577934
724 870 60709335
841 154 71818958
141 338 4711047
170 298 55782124
154 673 34672683
877 266 10992761
552 815 49436302
179 543 72981714
230 874 90756656
226 8 69614141
484 479 19077400
579 497 88812913
875 154 72543844
822 173 51877537
422 647 29367055
478 514 78744879
618 661 59010256
266 66 24526743
398 151 41006735
228 862 49745512
767 647 20872149
580 264 9313466
641 273 89599869
290 81 90379001
415 602 45984673
511 889 6064586
619 354 57331738
188 304 89088205
375 452 67188860
767 261 52649624
809 743 38894546
399 104 4425989
735 197 83862339
459 325 45926292
151 577 52470667
187 724 65117868
731 366 31784859
485 85 60603172
885 815 34580193
557 527 82339916
344 698 77274889
654 162 58546188
241 175 76252223
325 598 28480317
711 119 2327505
772 227 81228916
666 16 27112512
669 493 90005554
431 361 71775827
10 479 82035241
294 820 30195994
535 318 56064279
70 745 84160235
819 804 24291013
200 882 56131095
881 371 9392567
480 454 11975777
565 661 64452533
266 452 41886635
164 719 4239471
157 739 73211287
347 680 8421861
651 849 84489021
268 32 60548370
879 450 80903388
550 431 33295312
241 655 72254702
12 605 18447693
76 641 65206149
155 666 83840456
11 673 29049224
867 737 18734741
395 580 28586553
17 38 42464377
138 277 46221617
528 62 57565891
635 412 64293287
187 547 58653087
543 706 62013023
56 626 27059574
593 464 46591128
51 358 39180954
150 415 57626695
67 216 67196209
682 186 61395374
707 230 49808924
380 789 39420092
186 858 89106337
305 170 1602627
855 606 43190165
305 779 299578
701 640 54073892
168 769 48660891
296 661 66024791
866 805 65717677
41 326 3026737
695 218 85954815
577 472 76226750
639 595 32112309
158 89 49751074
674 147 84322133
452 534 41753021
233 562 31769627
330 650 85276773
534 348 15260130
798 545 26053258
200 466 86605350
743 56 75029133
388 10 51888013
186 197 60705992
480 128 55304222
787 853 25450391
116 261 57385940
309 772 4986132
139 724 38650203
839 81 54567850
410 29 79111842
391 23 63307084
849 79 67531346
899 368 49610173
31 71 88752651
370 519 68526843
237 162 47719075
262 47 78505195
59 241 47675653
121 200 9721758
478 23 42457488
155 875 81669431
280 456 4632800
229 386 63849248
690 882 36869638
277 331 64396767
444 348 78999543
843 500 12184264
571 585 88999535
825 217 15101354
650 139 2114017
243 655 22227984
118 782 37416562
567 781 70850151
461 823 29043289
149 82 24062639
294 600 37393696
844 351 21291418
735 632 29398324
763 880 23086376
756 405 12663272
616 352 2294118
326 671 76646776
344 407 80918044
425 627 71638070
484 325 78096663
853 271 37147452
593 646 49322055
766 491 41522085
208 769 71286946
447 51 60823689
870 878 12148304
489 136 67061430
45 382 87179430
17 489 10315248
93 288 30950528
854 676 33837008
372 664 15201773
195 363 11128599
102 713 37396603
198 743 41641135
4 567 40863402
410 100 57379076
148 439 74803721
92 844 49405467
103 852 55377995
239 779 79830674
141 529 64639511
876 266 35849516
112 828 81985221
550 618 54154190
173 451 44563786
494 395 17114978
369 714 51186356
103 699 19131404
81 373 35983790
883 510 44789180
538 432 71615359
671 322 38933321
884 71 75970476
606 286 31177861
711 570 39765524
567 456 74266692
357 795 31288407
226 200 82527115
848 840 7243253
882 32 68493961
118 104 15249388
638 164 2074418
263 835 88576507
446 637 44007823
229 680 44725361
230 531 82966517
656 220 59105693
51 356 26448816
402 142 62593073
720 456 78935479
223 234 82490412
586 245 83370028
857 727 90689007
431 795 75611592
441 247 8184341
318 566 73424775
892 456 7715793
800 716 8378586
195 586 67898788
601 302 66438129
378 665 21346807
376 804 14593425
644 118 72709857
70 131 78065796
436 755 89546144
564 112 75224431
321 373 11086963
396 775 2297560
511 98 63339850
23 50 89522233
728 665 31880450
421 334 62195105
823 398 7062464
390 578 34790356
799 444 11518275
782 841 21752917
461 610 51556704
14 14 64902816
269 287 81363189
369 711 6464265
664 827 8417349
283 263 61291107
337 522 52737753
133 834 45257050
754 704 36299901
818 194 46688954
759 313 76987796
430 245 57358520
175 499 29487477
895 432 28313822
577 205 42831073
311 176 64186189
780 620 38296914
743 200 71884291
747 306 1943843
666 359 10227497
437 253 61202014
874 272 12700681
681 150 71819275
53 49 30827898
602 316 50776005
60 215 75978054
484 535 8349424
39 694 70273954
273 7 86145279
287 247 3444001
776 717 65123064
586 635 57493953
541 378 45835016
619 115 46110093
446 688 80860742
754 299 52484319
419 646 86702911
43 709 20168005
394 625 81306328
568 605 72100082
808 711 14196017
242 564 85886720
189 453 41444100
371 451 10511707
655 2 60634152
82 262 67603349
796 699 49443031
437 483 56033856
863 786 55026359
82 162 75037684
614 49 79066221
234 789 73730834
886 466 14839360
140 827 41232411
685 158 73441644
486 550 31998322
350 244 9469943
562 770 59368920
212 565 47074864
295 73 3920910
479 131 55541096
273 702 13987688
693 543 7651419
523 272 68398011
826 333 63910089
272 886 75542340
867 748 56718502
833 359 8007846
446 784 9419940
628 45 8372906
460 698 49216629
328 331 56472879
222 556 55961417
286 756 58626950
8 59 4707202
733 167 45020688
544 282 20150430
770 331 2582241
503 26 74531568
596 458 44999378
806 870 79162663
693 131 81929338
46 774 66159545
163 673 15864810
60 253 3838585
883 344 86167215
397 60 80014268
504 337 3468011
238 575 52386338
473 143 10486460
777 96 31704170
86 186 15984651
722 601 64392295
899 240 40007417
626 264 84142572
88 612 25877371
155 158 50193929
601 209 44187162
762 171 17061337
608 381 6553640
486 81 46734038
709 283 4070624
331 630 11869170
888 551 10263789
548 840 46772045
506 683 41232672
615 104 43380004
127 613 13811355
505 86 3586487
570 130 35059668
675 361 66505662
296 318 31842819
701 612 37280693
329 135 27188448
294 598 1188565
476 652 11914216
326 583 2237054
10 364 10131221
514 321 66963715
627 266 24609089
79 684 25842308
356 583 66403630
419 275 26726947
42 278 21453837
561 425 57095878
357 825 16255281
332 844 84406385
890 818 48589817
561 370 53513225
67 209 14081322
808 223 85292381
195 413 60389768
295 76 10578823
215 117 17834917
382 64 8034862
93 274 57118989
807 330 63814057
120 224 53768079
99 188 83619141
57 866 52857743
210 727 16596611
235 128 34783913
531 374 89111363
780 770 41878295
813 17 21948747
665 545 80129936
723 320 77049123
189 450 388674
148 55 16849117
26 550 38309859
79 533 46189241
14 146 27448347
432 455 85426665
327 454 80501439
620 35 50610733
607 268 3279069
253 668 1053623
132 3 72858275
875 762 13190006
444 226 26953661
587 436 20536309
618 461 47347182
7 423 14579246
663 124 30736738
319 325 20555666
441 608 6311567
550 797 33151334
455 799 7653405
82 3 29034420
641 732 65004896
691 466 11375149
620 158 10264287
764 563 58046352
896 572 85640398
600 609 22069812
468 316 15374494
454 797 82349326
354 85 74928171
124 56 66071614
487 794 2459183
319 690 87232289
558 351 14433569
345 495 57866656
214 448 24199397
858 826 69713593
47 499 13843873
71 787 72428847
180 717 86077253
109 182 21495334
75 357 46221009
178 643 39844630
855 697 56590819
898 325 73290590
757 538 41932991
699 617 10825990
319 461 60747407
57 106 29526345
167 70 32934178
538 448 192290
888 559 29303220
154 523 70331451
428 495 57474079
340 82 10810805
184 488 50489601
307 86 55670490
354 502 23549478
485 375 18491217
89 364 23953206
735 839 29302895
207 192 36385819
786 320 78221579
214 317 14701662
307 804 58359804
47 658 31043146
844 707 63969181
342 213 44555322
540 258 41349734
563 103 68829644
530 341 16118413
614 728 36294870
118 285 53303109
355 357 38141052
693 734 44209386
863 175 11056755
349 476 70077720
296 887 14268444
567 213 70165133
208 605 85387193
163 772 14050057
374 603 15699498
78 50 19037594
99 637 34362492
203 672 43277002
706 791 74037146
221 897 69602533
88 80 51471739
38 43 24622019
112 208 49315693
719 675 30930663
75 535 33299763
640 204 88550606
437 166 7021460
444 449 22847312
365 710 70810325
523 847 86385183
393 16 6580507
442 542 36267550
831 457 43042108
450 325 46644292
288 489 57400730
893 345 64598666
592 458 84498794
255 656 45498918
288 735 64512860
869 499 76437298
230 595 39128597
541 234 89924427
348 617 81037455
359 316 77532063
189 579 10056312
273 317 77387618
98 114 2054867
404 626 41551918
326 25 41418872
80 289 46992167
325 147 61926719
551 35 19979420
568 391 82647549
773 183 72262305
75 131 61050623
685 738 58434198
553 216 35888455
886 299 14823154
543 734 71006665
263 645 64145013
481 390 43432125
196 890 84922584
335 572 47287574
462 588 4141836
408 379 49160144
858 851 28523769
702 237 75787845
101 372 69802458
123 126 55130397
693 353 75313463
337 224 60826276
706 391 8792361
275 442 90179791
297 190 16200917
149 174 29032957
704 410 71127200
783 56 86007094
320 229 72243874
506 123 82001969
801 829 8509735
725 625 56569326
413 596 64374740
141 645 66836008
153 395 73500654
317 413 33732368
609 125 3556388
182 577 3016510
784 99 82196800
871 380 73897114
685 512 8596996
154 156 22069698
387 556 31653448
73 604 25499523
173 794 56229170
845 739 57643555
590 716 74838861
745 875 52428616
893 679 76453205
528 337 35172251
462 693 12965386
374 517 32093407
571 60 53185008
738 331 49655142
527 594 67019684
619 59 26518123
62 253 51107077
62 190 3911155
518 337 2565428
409 16 67258301
687 895 70283414
599 15 60989648
139 718 38642842
165 162 38336151
427 785 87274512
897 433 9707017
268 606 76332898
246 289 14816583
46 10 65658986
194 878 53406107
839 895 84361321
6 430 35823386
12 400 26522320
713 489 57702050
406 409 77828523
573 532 42641511
638 558 11395818
672 608 20076368
146 834 75116351
792 642 3129003
665 70 52122720
434 546 1344578
607 817 31656020
326 346 44633016
110 362 50071287
800 337 55778843
340 43 12129851
573 402 55439282
879 190 1352217
412 288 16733415
224 640 66572797
676 10 19734515
879 467 11473870
540 758 89647108
570 350 90085401
713 691 78210851
209 101 4263808
830 732 14792563
571 291 73503770
348 67 44725700
239 209 18035363
738 741 22559394
671 426 81821521
638 867 20332443
716 611 61352459
73 728 61185715
627 189 69732364
722 851 50029443
837 644 68921522
519 548 11104423
247 651 52646684
362 380 38282599
826 775 1427831
65 798 79818194
408 775 15986397
690 258 51589620
869 123 35794839
643 702 54608582
150 623 18984655
122 252 34516695
897 762 4004472
522 797 55308980
111 33 63130597
712 254 39102253
835 10 11611519
749 3 8798865
797 700 67206809
170 501 74936449
764 823 50788290
539 137 38463157
438 666 69514447
327 460 836120
820 331 16334207
395 59 17065782
251 58 66240853
194 238 44839323
840 780 89661822
377 686 57835651
784 23 73947323
56 45 83935229
819 208 23327711
443 318 71445894
412 271 39041480
185 159 55838937
183 870 39268676
680 209 11262389
494 92 22935362
615 244 78416081
72 682 43438473
826 329 80723907
529 785 9891459
621 469 846644
439 40 12358328
508 808 67522375
106 140 48346086
115 105 44974243
292 824 50857565
44 790 74004689
41 504 65245791
368 130 20991733
292 400 85225932
645 141 19811671
3 808 82433935
230 748 83085712
314 39 7415042
32 775 59386185
224 598 16541767
690 504 60724372
872 299 82945699
6 383 69614614
893 468 168950
542 149 79102006
270 239 69058815
691 523 90205765
194 269 46873645
629 774 65468233
409 545 62344150
648 590 73105485
708 387 42780457
116 93 90231136
405 271 15483647
801 874 46729043
20 645 68995503
379 252 29028607
258 513 45924835
163 478 69337790
729 430 31151076
440 254 62010360
149 228 82492650
766 868 57786494
357 888 2279399
550 418 39024264
383 628 42935470
359 871 66021187
827 49 24433634
649 594 75246676
844 186 60067424
202 878 81291563
365 24 34288290
363 544 78753712
129 713 68950505
663 166 33157055
335 39 26704749
377 624 28070441
774 136 58565825
432 722 33238150
873 229 42116329
897 99 54309854
467 373 54196553
785 545 51127516
735 537 51733719
18 200 35025225
197 115 47981385
393 894 32121939
211 157 5047744
651 497 86339428
513 800 69017345
695 90 16366836
65 299 56478055
629 790 60087694
83 899 62849425
41 237 45318268
285 401 62096053
116 516 45026256
608 734 51251594
542 416 21756633
612 804 26196891
705 442 85464886
503 551 13400715
128 75 39635423
51 820 770250
221 207 45007809
147 290 18027635
13 207 69273260
553 741 27852782
16 653 90641590
466 748 83118495
810 88 64302113
887 724 26717938
770 898 2650922
110 12 10689451
434 144 33733470
47 73 80576882
144 582 59526877
423 750 80083867
690 516 6907891
543 342 22130845
426 750 11167761
773 490 47257779
323 765 43923826
374 97 66893009
714 156 65249067
814 300 22822910
201 316 32734415
287 450 28322051
311 189 19324370
153 518 28107432
629 672 78116379
862 653 5533308
582 737 15025480
15 75 55638491
87 882 41774283
369 359 4941205
867 532 59159857
269 813 77124285
671 623 15559982
124 405 67633473
419 805 8977556
7 846 8440160
19 16 49095398
339 50 5753943
491 732 77552642
761 870 46840552
367 464 11215154
483 264 90835121
3 370 52456624
20 454 66111835
539 833 84219728
628 34 28042150
515 324 64430286
533 526 54409499
207 562 75051054
303 467 49084446
492 361 21553843
556 711 27717348
573 101 42439089
836 276 81746168
510 832 31906294
406 273 3568951
372 105 59116497
100 829 52758182
671 623 27215
451 585 84776956
706 853 49858172
780 340 16460275
54 392 64225348
139 406 45049486
246 70 47017815
571 72 64572962
187 139 17830076
296 267 36155031
450 75 18200736
659 758 7152152
605 869 28095698
13 246 6550636
821 759 4647926
55 485 16279232
630 633 73609250
555 402 35495353
468 473 16610630
509 605 6154695
139 349 62297127
534 741 8801020
148 590 3011499
704 127 87957670
726 381 57270930
252 669 3583701
486 265 45926886
246 746 53185039
14 626 89826785
664 374 34669544
785 506 66960182
431 892 59717367
664 451 54730266
687 730 22420194
154 117 67152004
639 516 52472406
513 263 89029348
430 274 73139307
122 415 30181975
379 517 81839829
900 515 89951940
777 90 20429640
677 772 19357656
371 888 9119404
147 588 63747999
297 565 15750601
327 165 44719347
616 565 85945680
878 426 34445749
537 820 55958983
550 599 19803410
178 694 2328110
377 181 82362198
371 882 88644648
66 416 57548525
499 349 28107009
873 623 50345567
276 442 21019530
435 576 39436029
533 281 83469720
478 590 57616373
138 666 2244287
269 5 62003683
858 17 12335984
82 897 3561717
780 69 51109311
170 296 50745137
255 722 13662801
896 23 53054049
402 381 60747436
153 678 21896068
807 892 84423198
809 102 33430909
167 172 69007320
752 560 57657474
8 397 32965655
185 641 75027872
457 606 30697345
362 53 23565015
70 63 69697035
798 254 507989
881 688 42975341
721 219 40736194
736 146 14068664
442 67 6433939
661 846 54524407
96 629 14442641
637 898 81132743
336 727 62332744
544 617 7431003
692 345 89566188
424 292 50430099
715 845 9000140
485 484 28756742
222 570 80081168
194 84 65003931
221 606 73673584
218 847 44182011
607 14 61160734
351 471 4305658
216 619 34484435
66 634 32856494
150 856 15138585
752 707 70154513
819 280 76548592
54 277 55745588
84 38 35316908
725 853 24564875
5 205 65557629
147 186 53594980
734 291 62880934
887 356 80439532
890 872 74583256
16 515 88998625
876 650 18904243
463 344 11346004
177 539 30346558
600 320 62720039
271 428 26496757
868 158 33494214
588 430 54284496
237 535 5648575
882 140 60762556
328 900 34471184
821 418 64655799
353 897 66645173
160 770 15602559
122 147 23637233
439 862 28594565
292 383 77846807
580 54 70078469
736 775 18388450
433 369 71717510
550 113 13839792
174 569 83808282
865 55 25656738
237 204 44453869
225 411 62998834
336 119 20719040
63 751 844072
800 599 22636019
604 596 61970346
266 801 39298176
626 211 65346727
884 501 40515221
612 25 73683909
759 615 5007614
374 688 22575460
244 786 42811835
334 505 57290287
822 706 63752078
48 867 24075330
176 323 74066581
758 215 84469736
77 695 72947813
48 592 11975140
471 654 71319996
609 437 72434955
358 184 28858890
267 571 34677472
647 636 40288143
14 97 40842975
538 157 67412587
613 33 47903275
94 817 36346736
811 211 294486
816 824 54594496
215 858 3632227
107 59 32491666
417 161 33905753
713 882 14095084
462 715 20204452
116 180 21413930
262 76 28930425
338 720 61379749
129 729 4064623
729 880 30250272
885 881 47317743
59 607 1121235
241 887 55271929
115 104 80175932
326 52 62131243
805 686 5534875
208 508 38283375
549 399 25910703
752 849 594404
284 11 88793001
688 681 24983904
661 468 20227282
845 679 3270259
253 857 64160985
356 574 74435587
599 48 88295635
669 499 32902448
868 246 63444888
851 461 44573569
679 448 21661803
801 260 28287271
98 17 89355059
250 636 21808666
294 120 35500197
245 665 27203537
494 432 29923184
572 666 6515891
629 812 10867391
821 660 44467168
483 502 29268095
760 226 25724655
440 726 44319214
310 83 3953885
632 150 10673533
549 29 84909608
555 404 86254667
757 594 69210060
897 693 67686068
516 479 2821925
855 377 35188556
66 274 47175282
832 270 50244430
882 254 86358620
740 604 61862393
2 227 77042585
716 752 12967256
586 252 1727674
271 279 58555773
189 618 50846908
627 618 68212702
485 484 54746336
725 793 89960785
31 515 40737522
48 249 34955233
660 148 20304977
634 408 34543391
105 455 7779683
32 105 26521924
332 312 63346381
394 266 28710438
792 145 84301377
712 127 16902406
648 504 88758335
822 194 49240169
92 688 7611078
453 894 81189095
522 621 66948125
115 675 60526194
258 830 16291056
634 54 12117990
445 32 42384898
216 846 66644402
809 662 58704192
316 592 45549120
439 148 15370898
251 104 57376466
19 450 32001769
552 70 65139310
876 656 90240442
268 521 80188372
665 737 75592589
334 260 7093606
96 105 7531962
732 633 25612612
429 640 6842271
703 779 71902651
752 823 74840532
458 598 51809675
690 136 860155
535 727 75487754
112 124 46446805
732 182 29899426
140 537 31093635
818 814 76866176
813 254 76596494
29 533 55583753
670 548 62600321
706 390 75789719
771 724 66368653
372 232 23973349
502 361 83285913
47 458 12562836
135 104 10605326
791 630 81213218
81 548 68027307
833 288 51742973
873 181 25585870
675 245 35755837
109 207 57085001
884 898 74248144
647 738 26085401
446 641 12602339
509 173 59524353
754 261 60464240
163 345 25695336
39 563 35013926
769 840 22136267
790 328 8040359
599 644 71262653
647 574 41938829
12 71 84276422
509 525 11325253
392 30 60357887
766 373 41598507
868 72 2751514
157 72 39415465
78 469 44715368
437 238 4012778
597 641 36127576
12 836 44741262
424 481 11050529
465 483 57002332
644 662 84869097
504 516 80316596
549 259 53776701
142 92 80249010
564 413 48615339
718 574 76001663
464 797 17943039
764 169 24807305
772 635 64119931
545 773 80004670
826 75 7326781
8 783 72885850
218 12 75396706
290 656 24140739
635 875 73582462
418 744 72170153
316 187 71979735
266 848 69412756
568 580 72024296
712 445 2507330
706 409 60048817
845 480 75258084
325 339 78250262
861 690 11512012
705 9 84492462
184 764 62968775
627 396 42682242
537 470 82237840
32 758 16077007
235 740 56902080
726 500 77081713
639 289 72892573
9 178 24157043
150 765 71686389
500 199 33476575
285 44 44303123
665 524 23318050
891 675 64016566
611 27 82091058
133 872 37754896
299 82 28682181
514 535 27485320
561 207 62640779
198 484 20247891
192 894 30517438
379 549 61024503
339 304 55694859
718 67 17849877
204 816 72597389
410 614 63856564
617 314 90342276
433 195 85440037
601 673 46699372
561 287 73532807
642 327 6689208
16 470 89054349
458 157 62323379
847 758 84966210
529 249 18782748
382 152 89328207
728 781 64850776
450 23 30176158
417 443 78962222
225 10 82407920
528 748 47102727
145 28 29598106
559 627 45876746
377 811 64363993
650 857 10623709
885 487 19568750
211 596 72306993
898 721 11091833
2 586 85304244
259 482 54611600
494 213 65753681
433 124 24178694
94 338 1268309
720 309 12238508
48 752 86998207
247 257 66598950
297 543 81412490
859 698 65953593
130 435 66437712
803 443 83655040
124 792 73050332
885 367 16405860
732 112 31821099
151 505 35094551
675 3 54083271
631 143 50327966
243 704 76320715
311 437 30681827
524 714 81001857
797 881 86639190
232 47 35806437
492 569 56275741
687 693 56681582
900 573 38211241
618 301 48356132
201 772 71753222
679 585 77336682
152 177 19281251
415 787 74531066
416 769 19493410
562 862 69516099
274 341 11146128
158 649 70985048
41 734 28297466
12 333 60997173
66 736 74284769
193 85 12668518
460 225 2091116
298 609 33933721
496 17 23107197
616 762 72513966
262 454 9612883
383 481 64602923
850 215 40501077
387 409 87893825
647 686 61635978
418 107 56280662
735 879 76530948
390 534 40283659
253 704 25378763
377 378 76751472
673 392 11193037
775 474 16091978
671 562 18650394
398 444 5807206
219 670 8428731
306 185 10813779
266 136 87338474
113 160 58538572
79 45 56127469
339 337 6937981
222 543 80132400
158 436 89839616
212 762 58555606
360 232 42435442
157 414 38758264
131 418 60362488
868 13 47330910
331 410 78749156
505 744 60001305
167 510 62345454
94 591 86969813
774 787 4700224
885 539 65519744
259 273 45149782
883 516 37616574
477 432 30809866
880 73 32678631
268 431 32556866
620 409 34569998
